ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BIOCARTA_EDG1_PATHWAY	BIOCARTA_EDG1_PATHWAY	3/190	22/21728	0.000896696367699363	0.00887927412684006	0.00630947900765383	PIK3CA/RAC1/SMPD1	3
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION	3/190	22/21728	0.000896696367699363	0.00887927412684006	0.00630947900765383	F5/FGA/THBD	3
WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	WP_FGF23_SIGNALING_IN_HYPOPHOSPHATEMIC_RICKETS_AND_RELATED_DISORDERS	3/190	22/21728	0.000896696367699363	0.00887927412684006	0.00630947900765383	ALPL/FGFR2/FGFR3	3
KEGG_APOPTOSIS	KEGG_APOPTOSIS	5/190	87/21728	0.00100368177082814	0.00982824822051589	0.00698380576424714	APAF1/CASP9/PIK3CA/PIK3R2/PRKACB	5
REACTOME_SIGNALING_BY_FGFR	REACTOME_SIGNALING_BY_FGFR	5/190	87/21728	0.00100368177082814	0.00982824822051589	0.00698380576424714	FGFR2/FGFR3/HRAS/PIK3CA/PTPN11	5
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_UP	6/190	130/21728	0.00100486534866133	0.00982824822051589	0.00698380576424714	APAF1/CDH1/CREBBP/POLG/PRKACB/TLR3	6
BIOCARTA_GLEEVEC_PATHWAY	BIOCARTA_GLEEVEC_PATHWAY	3/190	23/21728	0.00102459464507601	0.00982824822051589	0.00698380576424714	HRAS/PIK3CA/RAF1	3
BIOCARTA_HER2_PATHWAY	BIOCARTA_HER2_PATHWAY	3/190	23/21728	0.00102459464507601	0.00982824822051589	0.00698380576424714	HRAS/PIK3CA/RAF1	3
BIOCARTA_INTRINSIC_PATHWAY	BIOCARTA_INTRINSIC_PATHWAY	3/190	23/21728	0.00102459464507601	0.00982824822051589	0.00698380576424714	F11/F5/FGA	3
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	REACTOME_NEPHRIN_FAMILY_INTERACTIONS	3/190	23/21728	0.00102459464507601	0.00982824822051589	0.00698380576424714	NPHS1/PIK3CA/PIK3R2	3
REACTOME_PI_3K_CASCADE_FGFR2	REACTOME_PI_3K_CASCADE_FGFR2	3/190	23/21728	0.00102459464507601	0.00982824822051589	0.00698380576424714	FGFR2/PIK3CA/PTPN11	3
WP_BLOOD_CLOTTING_CASCADE	WP_BLOOD_CLOTTING_CASCADE	3/190	23/21728	0.00102459464507601	0.00982824822051589	0.00698380576424714	F11/F5/FGA	3
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	7/190	179/21728	0.00102659196295597	0.00982824822051589	0.00698380576424714	CEP55/GPD1L/KIF14/MECOM/MMP9/SALL4/SOX9	7
WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	WP_SYNAPTIC_SIGNALING_PATHWAYS_ASSOCIATED_WITH_AUTISM_SPECTRUM_DISORDER	4/190	51/21728	0.0010269720982253	0.00982824822051589	0.00698380576424714	HRAS/NF1/PIK3CA/PIK3R2	4
WP_ADIPOGENESIS	WP_ADIPOGENESIS	6/190	131/21728	0.00104557369784855	0.0099758536095641	0.00708869193966108	AGT/EPAS1/GATA3/GATA4/LIFR/NCOA1	6
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	10/190	350/21728	0.00106491892916349	0.0101296379352854	0.00719796877479245	CDH1/CDH11/DLX3/ECEL1/FOXF1/GALNT14/RYR2/SALL4/SCN5A/WNT6	10
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	6/190	132/21728	0.00108753687190422	0.0103135294287231	0.0073286393117031	HRAS/MAP2K2/PIK3CA/PIK3R2/RAF1/SOS2	6
AUNG_GASTRIC_CANCER	AUNG_GASTRIC_CANCER	4/190	52/21728	0.00110502580520222	0.0104164444520414	0.00740176918357359	ATE1/KMT2D/MMP10/NOP14	4
BIOCARTA_PPARA_PATHWAY	BIOCARTA_PPARA_PATHWAY	4/190	52/21728	0.00110502580520222	0.0104164444520414	0.00740176918357359	CREBBP/NCOA1/PIK3CA/PRKACB	4
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP	5/190	89/21728	0.00111177426066919	0.0104174907589271	0.0074025126735523	CDH11/CEP55/COL2A1/FGFR3/TNC	5
WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3	WP_HAIR_FOLLICLE_DEVELOPMENT_CYTODIFFERENTIATION_PART_3_OF_3	5/190	89/21728	0.00111177426066919	0.0104174907589271	0.0074025126735523	DLX3/GAS1/GATA3/NOTCH1/SOX9	5
BIOCARTA_TPO_PATHWAY	BIOCARTA_TPO_PATHWAY	3/190	24/21728	0.00116346685588894	0.0108694120852244	0.00772364118931287	HRAS/PIK3CA/RAF1	3
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	4/190	53/21728	0.00118714753154733	0.0110577332389527	0.00785745937638229	APAF1/CASP9/NEFL/RAC1	4
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	9/190	295/21728	0.00119896957569848	0.0111348091660282	0.00791222837404263	CREBBP/GATA3/GNB2/HRAS/KDM1A/MMP9/NCOA1/PIK3CA/PIK3R2	9
GENTILE_UV_RESPONSE_CLUSTER_D4	GENTILE_UV_RESPONSE_CLUSTER_D4	4/190	54/21728	0.00127344956633745	0.0117916170759093	0.00837894622285063	ATP2A2/DDX3X/KRIT1/RAPGEF2	4
PID_LYMPH_ANGIOGENESIS_PATHWAY	PID_LYMPH_ANGIOGENESIS_PATHWAY	3/190	25/21728	0.00131365852697069	0.0120925927160147	0.00859281499815063	COL1A1/COL1A2/PIK3CA	3
REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	REACTOME_FRS_MEDIATED_FGFR2_SIGNALING	3/190	25/21728	0.00131365852697069	0.0120925927160147	0.00859281499815063	FGFR2/HRAS/PTPN11	3
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	5/190	93/21728	0.00135353589261103	0.0124232431780878	0.00882777025682604	CASP9/CYP11A1/GNB2/RAF1/TRIM28	5
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS	5/190	94/21728	0.00141959212912984	0.0129915442954477	0.00923159650644817	HRAS/NEFL/PRKACB/RAC1/TUBA1A	5
SENESE_HDAC3_TARGETS_UP	SENESE_HDAC3_TARGETS_UP	12/190	495/21728	0.00143291245854594	0.0130753261842317	0.00929113065991081	CANT1/DDX3X/HSF1/MMP9/NAP1L1/NEFL/NF1/PRKACB/PTPN11/PTPRB/SETD5/TUBA1A	12
MODY_HIPPOCAMPUS_POSTNATAL	MODY_HIPPOCAMPUS_POSTNATAL	4/190	56/21728	0.00145904270251147	0.0132368064831894	0.00940587613818624	ATP2A2/HRAS/RYR2/TPI1	4
WP_CCL18_SIGNALING_PATHWAY	WP_CCL18_SIGNALING_PATHWAY	4/190	56/21728	0.00145904270251147	0.0132368064831894	0.00940587613818624	CDH1/COL1A2/MMP9/NEFL	4
PID_IL3_PATHWAY	PID_IL3_PATHWAY	3/190	26/21728	0.00147550371342032	0.0133092130931793	0.00945732718916412	PIK3CA/PRKACB/PTPN11	3
PID_VEGFR1_PATHWAY	PID_VEGFR1_PATHWAY	3/190	26/21728	0.00147550371342032	0.0133092130931793	0.00945732718916412	FLT1/PIK3CA/PTPN11	3
WP_CARDIAC_HYPERTROPHIC_RESPONSE	WP_CARDIAC_HYPERTROPHIC_RESPONSE	4/190	57/21728	0.00155855720609669	0.0139801403701117	0.0099340780484119	FGFR2/MAP2K2/RAC1/RAF1	4
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	5/190	96/21728	0.00155879233180602	0.0139801403701117	0.0099340780484119	PIK3CA/PIK3R2/PIKFYVE/RAC1/RAF1	5
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL	7/190	194/21728	0.00163186257416401	0.0144212585910169	0.0102475300395248	COL1A1/COL1A2/HRAS/PIK3CA/PIK3R2/PTPN11/THBD	7
GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	GROSS_HYPOXIA_VIA_ELK3_AND_HIF1A_UP	6/190	143/21728	0.00163943195607056	0.0144212585910169	0.0102475300395248	GATA3/GBE1/NAP1L1/PTCH1/TNC/TPI1	6
BIOCARTA_EGF_PATHWAY	BIOCARTA_EGF_PATHWAY	3/190	27/21728	0.00164932520999525	0.0144212585910169	0.0102475300395248	HRAS/PIK3CA/RAF1	3
BIOCARTA_ERK_PATHWAY	BIOCARTA_ERK_PATHWAY	3/190	27/21728	0.00164932520999525	0.0144212585910169	0.0102475300395248	HRAS/MAP2K2/RAF1	3
BIOCARTA_GH_PATHWAY	BIOCARTA_GH_PATHWAY	3/190	27/21728	0.00164932520999525	0.0144212585910169	0.0102475300395248	HRAS/PIK3CA/RAF1	3
NAKAMURA_CANCER_MICROENVIRONMENT_UP	NAKAMURA_CANCER_MICROENVIRONMENT_UP	3/190	27/21728	0.00164932520999525	0.0144212585910169	0.0102475300395248	COL1A1/COL1A2/SOX9	3
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4	3/190	27/21728	0.00164932520999525	0.0144212585910169	0.0102475300395248	HRAS/PIK3CA/PTPN11	3
REACTOME_SYNDECAN_INTERACTIONS	REACTOME_SYNDECAN_INTERACTIONS	3/190	27/21728	0.00164932520999525	0.0144212585910169	0.0102475300395248	COL1A1/COL1A2/TNC	3
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	3/190	27/21728	0.00164932520999525	0.0144212585910169	0.0102475300395248	PIK3CA/RAF1/SOS2	3
CROMER_TUMORIGENESIS_UP	CROMER_TUMORIGENESIS_UP	4/190	58/21728	0.00166269871902753	0.0144978091084095	0.0103019256889454	COL1A2/MMP10/MMP9/TNC	4
GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	GRYDER_PAX3FOXO1_ENHANCERS_KO_DOWN	11/190	438/21728	0.00170621076878105	0.0148359989008413	0.0105422382826856	ARID1A/ATP2A2/AUTS2/FGFR2/FOXF1/GAS1/PBX1/PIGC/SCARB1/SMARCB1/ZNF568	11
PID_FAK_PATHWAY	PID_FAK_PATHWAY	4/190	59/21728	0.00177157804385931	0.0153618328167801	0.0109158879759752	ACTA1/PIK3CA/RAC1/RAF1	4
PLASARI_TGFB1_TARGETS_10HR_DN	PLASARI_TGFB1_TARGETS_10HR_DN	8/190	254/21728	0.00182776403450328	0.015698718555142	0.0111552739284539	ADAMTS1/AUTS2/FGFR2/FOXP2/GAS1/LIFR/PBX1/THBD	8
BIOCARTA_PDGF_PATHWAY	BIOCARTA_PDGF_PATHWAY	3/190	28/21728	0.0018354347593938	0.015698718555142	0.0111552739284539	HRAS/PIK3CA/RAF1	3
PID_TRAIL_PATHWAY	PID_TRAIL_PATHWAY	3/190	28/21728	0.0018354347593938	0.015698718555142	0.0111552739284539	PIK3CA/PIK3R2/SMPD1	3
REACTOME_FLT3_SIGNALING_IN_DISEASE	REACTOME_FLT3_SIGNALING_IN_DISEASE	3/190	28/21728	0.0018354347593938	0.015698718555142	0.0111552739284539	HRAS/PIK3CA/PTPN11	3
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	3/190	28/21728	0.0018354347593938	0.015698718555142	0.0111552739284539	CREBBP/KAT2A/NOTCH1	3
PID_CXCR4_PATHWAY	PID_CXCR4_PATHWAY	5/190	100/21728	0.00186695494987856	0.0159249227925783	0.0113160112665694	MMP9/PIK3CA/PIK3R2/PTPN11/RAC1	5
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	KAAB_HEART_ATRIUM_VS_VENTRICLE_UP	8/190	256/21728	0.00191942491227198	0.0163281159881348	0.0116025143035354	ABCC8/AUTS2/COL2A1/FGFR2/GAS1/NAP1L1/NEB/PLXNB2	8
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY	5/190	101/21728	0.0019504921824167	0.0165029513762966	0.0117267497078763	HRAS/MAP2K2/PRKACB/RAF1/SOS2	5
WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	WANG_ESOPHAGUS_CANCER_VS_NORMAL_DN	5/190	101/21728	0.0019504921824167	0.0165029513762966	0.0117267497078763	ASCC1/DDX3X/NCOA1/NLRP2/RAC1	5
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER	3/190	29/21728	0.00203413325746879	0.0170943745431968	0.0121470061390768	CDH1/HRAS/MAP2K2	3
WP_PDGFRBETA_PATHWAY	WP_PDGFRBETA_PATHWAY	3/190	29/21728	0.00203413325746879	0.0170943745431968	0.0121470061390768	HRAS/PIK3CA/RAF1	3
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	5/190	102/21728	0.0020367301940604	0.0170943745431968	0.0121470061390768	MAP2K2/PIK3CA/PIK3R2/RAC1/TLR3	5
WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS	4/190	62/21728	0.00212774393225968	0.0178106352089683	0.0126559702244442	ADAMTSL2/CREBBP/HRAS/SMAD6	4
BOQUEST_STEM_CELL_UP	BOQUEST_STEM_CELL_UP	8/190	262/21728	0.00221634122528113	0.0182100160387966	0.0129397642515082	CDH11/COL1A1/COL1A2/COL6A3/GAS1/SOX9/TNC/TRO	8
WP_INTEGRINMEDIATED_CELL_ADHESION	WP_INTEGRINMEDIATED_CELL_ADHESION	5/190	104/21728	0.00221751388055923	0.0182100160387966	0.0129397642515082	HRAS/MAP2K2/PIK3R2/RAC1/RAF1	5
WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	WP_TOLLLIKE_RECEPTOR_SIGNALING_PATHWAY	5/190	104/21728	0.00221751388055923	0.0182100160387966	0.0129397642515082	MAP2K2/PIK3CA/PIK3R2/RAC1/TLR3	5
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	7/190	205/21728	0.00222960491116766	0.0182100160387966	0.0129397642515082	CHRNA1/GNB2/HRAS/NEFL/PRKACB/RAC1/TUBA1A	7
WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS	WP_CALCIUM_REGULATION_IN_CARDIAC_CELLS	6/190	152/21728	0.00223123714912602	0.0182100160387966	0.0129397642515082	ATP2A2/GNB2/PRKACB/RGS14/RYR1/RYR2	6
BIOCARTA_GPCR_PATHWAY	BIOCARTA_GPCR_PATHWAY	3/190	30/21728	0.00224571095541201	0.0182100160387966	0.0129397642515082	HRAS/PRKACB/RAF1	3
PID_EPHRINB_REV_PATHWAY	PID_EPHRINB_REV_PATHWAY	3/190	30/21728	0.00224571095541201	0.0182100160387966	0.0129397642515082	FGA/PIK3CA/RAC1	3
PID_IL2_STAT5_PATHWAY	PID_IL2_STAT5_PATHWAY	3/190	30/21728	0.00224571095541201	0.0182100160387966	0.0129397642515082	FOXP3/PIK3CA/PTPN11	3
PID_NECTIN_PATHWAY	PID_NECTIN_PATHWAY	3/190	30/21728	0.00224571095541201	0.0182100160387966	0.0129397642515082	CDH1/PIK3CA/RAC1	3
PID_RAS_PATHWAY	PID_RAS_PATHWAY	3/190	30/21728	0.00224571095541201	0.0182100160387966	0.0129397642515082	HRAS/NF1/SOS2	3
WP_PI3KAKTMTOR_SIGNALING_PATHWAY_AND_THERAPEUTIC_OPPORTUNITIES	WP_PI3KAKTMTOR_SIGNALING_PATHWAY_AND_THERAPEUTIC_OPPORTUNITIES	3/190	30/21728	0.00224571095541201	0.0182100160387966	0.0129397642515082	HRAS/PIK3CA/PIK3R2	3
ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	ANDERSEN_CHOLANGIOCARCINOMA_CLASS1	4/190	63/21728	0.00225667290190885	0.0182100160387966	0.0129397642515082	FGFR2/HNF1B/PKHD1/RGS14	4
PID_BCR_5PATHWAY	PID_BCR_5PATHWAY	4/190	63/21728	0.00225667290190885	0.0182100160387966	0.0129397642515082	HRAS/PIK3CA/RAC1/RAF1	4
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	4/190	63/21728	0.00225667290190885	0.0182100160387966	0.0129397642515082	FGFR2/FGFR3/HRAS/PIK3CA	4
STEIN_ESRRA_TARGETS_DN	STEIN_ESRRA_TARGETS_DN	5/190	105/21728	0.00231216248061458	0.0186099436580748	0.0132239468189536	BMP7/BPTF/FGFR3/GFPT1/NAP1L1	5
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	4/190	64/21728	0.00239088608474057	0.0191453862755119	0.0136044243113998	CDH11/COL1A1/COL1A2/COL6A3	4
PID_IL4_2PATHWAY	PID_IL4_2PATHWAY	4/190	64/21728	0.00239088608474057	0.0191453862755119	0.0136044243113998	ALOX15/COL1A1/COL1A2/PIK3CA	4
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	6/190	155/21728	0.00246044140146957	0.019484259300103	0.0138452223996641	CREBBP/LIFR/PIK3CA/PIK3R2/PTPN11/SOS2	6
WP_MESODERMAL_COMMITMENT_PATHWAY	WP_MESODERMAL_COMMITMENT_PATHWAY	6/190	155/21728	0.00246044140146957	0.019484259300103	0.0138452223996641	BMP7/GATA3/MACF1/PBX1/SMAD6/TRIM28	6
PID_AVB3_OPN_PATHWAY	PID_AVB3_OPN_PATHWAY	3/190	31/21728	0.00247044765894903	0.019484259300103	0.0138452223996641	MMP9/PIK3CA/RAC1	3
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1	3/190	31/21728	0.00247044765894903	0.019484259300103	0.0138452223996641	HRAS/PIK3CA/PTPN11	3
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	3/190	31/21728	0.00247044765894903	0.019484259300103	0.0138452223996641	EPAS1/PBX1/SALL4	3
WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	3/190	31/21728	0.00247044765894903	0.019484259300103	0.0138452223996641	CDH11/MMP9/RAC1	3
REACTOME_SIGNALING_BY_WNT	REACTOME_SIGNALING_BY_WNT	9/190	329/21728	0.00251965917439174	0.0198225818256032	0.0140856293115317	AMER1/CREBBP/FZD6/GNB2/KMT2D/RAC1/SOX9/VPS26A/WNT6	9
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS	REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS	4/190	65/21728	0.00253049093452916	0.0198580276087176	0.014110816553335	FGA/HRAS/MAP2K2/RAF1	4
HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP	11/190	461/21728	0.00253777511962292	0.019865526435153	0.0141161451069195	CDH1/CEP55/EPAS1/FGFR3/FLNA/FUCA1/GATA3/KIAA1109/LIFR/NEFL/TUBA1A	11
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP	RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP	5/190	108/21728	0.00261375462169847	0.0204093924316206	0.0145026081261562	CAPS/GPD1L/MECOM/NCOA1/PBX1	5
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	7/190	212/21728	0.00268995091228709	0.0209417142124801	0.0148808679989421	CDH1/CDH5/GAS1/GATA3/PRKACB/SOX9/TNC	7
PID_NETRIN_PATHWAY	PID_NETRIN_PATHWAY	3/190	32/21728	0.00270861292458328	0.0209417142124801	0.0148808679989421	MAP2K2/PIK3CA/RAC1	3
PID_SYNDECAN_4_PATHWAY	PID_SYNDECAN_4_PATHWAY	3/190	32/21728	0.00270861292458328	0.0209417142124801	0.0148808679989421	MMP9/RAC1/TNC	3
REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS	3/190	32/21728	0.00270861292458328	0.0209417142124801	0.0148808679989421	CDH1/RAC1/TUBA1A	3
REACTOME_O_LINKED_GLYCOSYLATION	REACTOME_O_LINKED_GLYCOSYLATION	5/190	111/21728	0.00294290281439117	0.0224036194197874	0.0159196759110442	ADAMTS1/ADAMTSL2/GALNT14/POMT1/THSD1	5
APPEL_IMATINIB_RESPONSE	APPEL_IMATINIB_RESPONSE	3/190	33/21728	0.00296046625292777	0.0224036194197874	0.0159196759110442	CTSA/FUCA1/GUSB	3
BIOCARTA_BCR_PATHWAY	BIOCARTA_BCR_PATHWAY	3/190	33/21728	0.00296046625292777	0.0224036194197874	0.0159196759110442	HRAS/RAC1/RAF1	3
PID_NCADHERIN_PATHWAY	PID_NCADHERIN_PATHWAY	3/190	33/21728	0.00296046625292777	0.0224036194197874	0.0159196759110442	PIK3CA/PTPN11/RAC1	3
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	3/190	33/21728	0.00296046625292777	0.0224036194197874	0.0159196759110442	CDH1/CDH11/CDH5	3
REACTOME_CD28_CO_STIMULATION	REACTOME_CD28_CO_STIMULATION	3/190	33/21728	0.00296046625292777	0.0224036194197874	0.0159196759110442	PIK3CA/PIK3R2/RAC1	3
SCHRAETS_MLL_TARGETS_UP	SCHRAETS_MLL_TARGETS_UP	3/190	33/21728	0.00296046625292777	0.0224036194197874	0.0159196759110442	FZD6/MMP10/TNC	3
WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	3/190	33/21728	0.00296046625292777	0.0224036194197874	0.0159196759110442	CDH1/FGFR2/PTCH1	3
WP_PHYSICOCHEMICAL_FEATURES_AND_TOXICITYASSOCIATED_PATHWAYS	WP_PHYSICOCHEMICAL_FEATURES_AND_TOXICITYASSOCIATED_PATHWAYS	4/190	68/21728	0.00298271924204587	0.0224036194197874	0.0159196759110442	ACTA1/FZD6/NEFL/RAF1	4
WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY	WP_THYROID_STIMULATING_HORMONE_TSH_SIGNALING_PATHWAY	4/190	68/21728	0.00298271924204587	0.0224036194197874	0.0159196759110442	HRAS/PIK3CA/PIK3R2/RAF1	4
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM	4/190	68/21728	0.00298271924204587	0.0224036194197874	0.0159196759110442	CDH1/COL1A1/CTSA/TPI1	4
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME	8/190	275/21728	0.00298334275803476	0.0224036194197874	0.0159196759110442	COL11A2/COL1A1/COL1A2/COL2A1/COL6A3/FGA/FRAS1/TNC	8
ONDER_CDH1_TARGETS_2_DN	ONDER_CDH1_TARGETS_2_DN	11/190	473/21728	0.00308701025675847	0.0231267904438302	0.0164335503933456	CDH1/EPAS1/FGFR2/FGFR3/GALNT14/MECOM/MMP10/MMP9/RIPK4/SOX9/THBD	11
BROWNE_HCMV_INFECTION_1HR_DN	BROWNE_HCMV_INFECTION_1HR_DN	7/190	218/21728	0.00313982472545809	0.023448931426354	0.0166624589434933	BBS4/COL11A2/HRAS/KIF14/MYBPC3/POLG/PTPRB	7
PID_MTOR_4PATHWAY	PID_MTOR_4PATHWAY	4/190	69/21728	0.00314495066278912	0.023448931426354	0.0166624589434933	HRAS/MAP2K2/RAC1/RAF1	4
PID_HIF2PATHWAY	PID_HIF2PATHWAY	3/190	34/21728	0.0032262572791626	0.0238287567042151	0.0169323570886577	CREBBP/EPAS1/FLT1	3
PID_MAPK_TRK_PATHWAY	PID_MAPK_TRK_PATHWAY	3/190	34/21728	0.0032262572791626	0.0238287567042151	0.0169323570886577	HRAS/RAF1/RIT1	3
REACTOME_RAF_ACTIVATION	REACTOME_RAF_ACTIVATION	3/190	34/21728	0.0032262572791626	0.0238287567042151	0.0169323570886577	HRAS/MAP2K2/RAF1	3
REACTOME_SIGNALLING_TO_ERKS	REACTOME_SIGNALLING_TO_ERKS	3/190	34/21728	0.0032262572791626	0.0238287567042151	0.0169323570886577	HRAS/MAP2K2/RIT1	3
MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	2/190	10/21728	0.00326855893682462	0.0239719778100292	0.0170341278581687	CDH11/SMPD1	2
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	2/190	10/21728	0.00326855893682462	0.0239719778100292	0.0170341278581687	CR1/FOXP3	2
WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_INVOLUTION_STAGE_4_OF_4	2/190	10/21728	0.00326855893682462	0.0239719778100292	0.0170341278581687	CDH1/MMP9	2
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION	4/190	70/21728	0.00331309972499977	0.0241856279924983	0.0171859444731322	HRAS/MAP2K2/RAF1/RYR1	4
PID_AP1_PATHWAY	PID_AP1_PATHWAY	4/190	70/21728	0.00331309972499977	0.0241856279924983	0.0171859444731322	ACTA1/AGT/COL1A2/MMP9	4
REACTOME_NEUTROPHIL_DEGRANULATION	REACTOME_NEUTROPHIL_DEGRANULATION	11/190	479/21728	0.00339548070367754	0.0247294986748116	0.0175724108220606	APAF1/CANT1/CR1/CTSA/DDX3X/FUCA1/GUSB/HUWE1/MMP9/PTPRB/RAC1	11
